old_path,new_path,kind,reason
docs/reports/night03-T6-parens.md,experiments/38-grammar-amendment-optional-parens.md,report,not in user's 25-item table; content-named from its own header
docs/reports/night03-T7-grammar-v2.md,experiments/39-corrected-grammar-predicate.md,report,user-specified name
docs/reports/night03-T8-symbol-order.md,experiments/40-codegen-symbol-ordering-gap.md,report,not in user's 25-item table; content-named from its own header
docs/reports/night03-T9-cone.md,experiments/41-fallback-cone-metric.md,report,not in user's 25-item table; content-named from its own header
docs/reports/night03-summary.md,experiments/42-night03-session-summary.md,session_wrapper,session wrapper per spec Phase 4; content folds into docs/project-log.md
docs/reports/m2-headline.md,experiments/43-magic-set-transform.md,report,user-specified name
docs/reports/m3-1-seeding.md,experiments/44-seed-collection-negated-occurrences.md,report,not in user's 25-item table; content-named from its own header
docs/reports/m3-2-culprit-detection.md,experiments/45-culprit-cycle-detection.md,report,user-specified name
docs/reports/m3-3-decide.md,experiments/46-per-scc-decision-and-fallback-cone.md,report,not in user's 25-item table; content-named from its own header
docs/reports/m3-4-fallback.md,experiments/47-fallback-evaluation.md,report,not in user's 25-item table; content-named from its own header
docs/reports/m3-headline.md,experiments/48-guard-headline-pre-m4.md,report,user-specified name
docs/reports/m4-sips.md,experiments/49-demand-relaxation.md,report,"user-specified name; user's table position (23, after night04-B-cone-corpus at 22) implied m4-sips came after task B -- by git-add timestamp m4-sips (08-27 14:06:36) actually precedes night04-D-reconciliations (14:07:36) and night04-B-cone-corpus (14:24:55). Numbered by real chronology instead (49, before 50/51); deviation noted per Phase 1 instructions, matches FINAL.md sec3's own narrative (M4-SIPS task A precedes task B in NIGHT-BATCH-04's lettered order)"
docs/reports/night04-D-reconciliations.md,experiments/50-four-reconciliations.md,report,not in user's 25-item table; content-named from its own header
docs/reports/night04-B-cone-corpus.md,experiments/51-cone-corpus-superseded.md,report,"user-specified name; body unedited (append-only discipline), carries the Phase 0 superseding header added 2026-08-30 pointing at experiments/53's corrected result"
docs/reports/night04-E-explain.md,experiments/52-dlc-explain-rejection-transform-guard-modes.md,report,not in user's 25-item table; content-named from its own header
docs/reports/explain-samples/rejection_allowedness.dl,experiments/explain-samples/rejection_allowedness.dl,explain_sample,fixture referenced by experiments/52; moves as a unit with the report that describes it, filename unchanged
docs/reports/explain-samples/rejection_allowedness.explain.txt,experiments/explain-samples/rejection_allowedness.explain.txt,explain_sample,see row above
docs/reports/explain-samples/rejection_arity.dl,experiments/explain-samples/rejection_arity.dl,explain_sample,see row above
docs/reports/explain-samples/rejection_arity.explain.txt,experiments/explain-samples/rejection_arity.explain.txt,explain_sample,see row above
docs/reports/explain-samples/rejection_stratification.dl,experiments/explain-samples/rejection_stratification.dl,explain_sample,see row above
docs/reports/explain-samples/rejection_stratification.explain.txt,experiments/explain-samples/rejection_stratification.explain.txt,explain_sample,see row above
docs/reports/explain-samples/rejection_type.dl,experiments/explain-samples/rejection_type.dl,explain_sample,see row above
docs/reports/explain-samples/rejection_type.explain.txt,experiments/explain-samples/rejection_type.explain.txt,explain_sample,see row above
docs/reports/explain-samples/transform_and_guard_cone_proper_subset.explain.txt,experiments/explain-samples/transform_and_guard_cone_proper_subset.explain.txt,explain_sample,see row above
docs/reports/explain-samples/transform_and_guard_culprit_cycle.explain.txt,experiments/explain-samples/transform_and_guard_culprit_cycle.explain.txt,explain_sample,see row above
docs/reports/explain-samples/transform_only_ancestor_nonancestor.explain.txt,experiments/explain-samples/transform_only_ancestor_nonancestor.explain.txt,explain_sample,see row above
docs/reports/punch-list-p1.md,experiments/53-multi-query-seeding.md,report,user-specified name
docs/reports/punch-list-p6.md,experiments/54-presentation-artifact-build.md,report,not in user's 25-item table; content-named from its own header
docs/reports/punch-list-2-item1.md,experiments/55-mass-ratio-characterization-decomposition.md,report,"user's table gave one row (""item 1/2 report"" -> 25-mass-ratio-characterization.md) for what are two physical files; split into two sequential numbers with distinguishing suffixes (-decomposition for item 1's T_guarded breakdown, -construction for item 2's opposite-direction build) since each is separately-authored evidence and neither may be silently merged or dropped"
docs/reports/punch-list-2-item2.md,experiments/56-mass-ratio-characterization-construction.md,report,see row above
docs/reports/FINAL.md,experiments/57-final-report-whole-project-synthesis.md,report,"pinned to the terminal position rather than its original 2026-08-27 14:34 creation slot (which would rank it ~50, before punch-list items 53/55/56 that revise it): FINAL.md is a continuously-revised rolling synthesis of every other experiment record, last revised 2026-08-30 (this restructure's own Phase 0 commit) -- it reads correctly only as the last entry, summarizing everything before it. Its own content becomes the source for results/findings.md, results/claims.md, results/superseded.md in Phase 5"
docs/reports/presentation.html,results/presentation.html,presentation,static HTML artifact per target layout's results/ directory; harness/build_presentation.py's output path updated in Phase 6
docs/DECISIONS.md,record/DECISIONS.md,append_only,append-only file per spec; moved whole, never rewritten, reordered, or tidied
docs/ESCALATIONS.md,record/ESCALATIONS.md,append_only,append-only file per spec
docs/MEASUREMENTS.md,record/MEASUREMENTS.md,append_only,"append-only file per spec; cites measurements/<id>/ (unaffected, that tree does not move) -- internal cross-references to old docs/reports/*.md paths in its own rows are NOT rewritten (record/ is never edited); record/README.md documents the translation via docs/rename-map.csv"
docs/OPEN_QUESTIONS.md,record/OPEN_QUESTIONS.md,append_only,append-only file per spec
docs/SESSION_LOG.md,record/SESSION_LOG.md,append_only,append-only file per spec; also the primary source for docs/project-log.md's narrative (read, not edited)
docs/dlc-blueprint.md,docs/02-design.md,blueprint,"moved unedited in Phase 3 (git mv only); rewritten in place as a current-state document in Phase 4 commit 8. Version-history content extracted (not duplicated) into docs/design-history.md in Phase 4 commit 9, cross-referencing record/DECISIONS.md rather than repeating it"
docs/M1-BUILD.md,specs/02-m1-build.md,build_plan,user-specified name and position
docs/Night batch 03.md,specs/03-night-batch-03.md,build_plan,"user-specified name; renumbered 04->03 because specs/03-verify-01.md (the user's original slot 3) is not created -- see the CLAUDE.md/specs row below and specs/README.md for why"
docs/m2 m3.md,specs/04-m2-m3-build.md,build_plan,user-specified name; was untracked all session (deliberately), newly added to git in this move
docs/Night Batch 4.md,specs/05-night-batch-04.md,build_plan,user-specified name; was untracked all session, newly added to git in this move
docs/M4 sips.md,specs/06-m4-sips.md,build_plan,user-specified name; was untracked all session, newly added to git in this move
docs/punch list.md,specs/07-punch-list.md,build_plan,user-specified name; was untracked all session, newly added to git in this move
CLAUDE.md,CLAUDE.md,agent_contract_live,"stays at repo root unchanged path -- it is the agent's live working file, per explicit instruction. A note is added at its top in Phase 3's specs commit pointing to specs/01-agent-contract.md (archived copy) and docs/project-log.md (readable narrative)"
(CLAUDE.md content, copied),specs/01-agent-contract.md,build_plan_copy,"COPY, not move -- CLAUDE.md's content as it stands at restructure time, archived as build-plan #01 (the contract every other spec operates under) alongside specs/02-08. The live file keeps evolving at the repo root; this copy is a snapshot, not kept in sync automatically. No separate specs/03-verify-01.md exists (see specs/README.md): verify-01 was Lane B initiative with no directing build-plan document, only a report (experiments/32)."
